"xm1","ym1","zm1"
1365,8893,27
1022,8901,27
233,8984,27
119,8995,27
123,9001,27
184,9009,27
405,9064,27
1025,9082,27
114,9149,27
417,9151,27
50,9183,27
122,9214,27
473,9222,27
608,9379,27
990,9385,27
818,9433,27
1125,9445,27
1097,9458,27
67,9545,27
366,9780,27
803,9904,27
133,9910,27
912,10016,27
1057,10129,27
178,10169,27
1044,10250,27
512,10254,27
1226,10295,27
561,10381,27
145,10453,27
821,10502,27
558,10507,27
482,10520,27
906,10622,27
736,10627,27
1155,10704,27
829,10715,27
411,10765,27
745,10985,27
777,11098,27
623,11652,27
311,11719,27
567,11732,27
1241,11746,27
228,11836,27
948,11872,27
251,11963,27
1010,12024,27
616,12044,27
761,12059,27
1034,12073,27
569,12109,27
836,12120,27
1094,12191,27
122,12203,27
634,12236,27
485,12260,27
1374,12276,27
1044,12319,27
1187,12349,27
772,12350,27
438,12358,27
417,12402,27
919,12444,27
930,12494,27
444,12508,27
1050,12509,27
1058,12511,27
811,12524,27
1310,12528,27
473,12575,27
884,12663,27
97,12673,27
1039,12731,27
421,12783,27
1092,206,28
1329,222,28
1157,272,28
840,286,28
1202,377,28
1346,399,28
1216,412,28
904,452,28
584,461,28
1203,510,28
1049,514,28
1125,546,28
745,548,28
1152,550,28
986,552,28
587,597,28
637,625,28
611,643,28
964,654,28
1102,656,28
1375,711,28
1306,741,28
1379,838,28
114,860,28
822,888,28
1424,923,28
282,946,28
928,965,28
1000,976,28
638,982,28
311,1001,28
335,1036,28
591,1129,28
612,1299,28
1440,1355,28
712,1398,28
547,1401,28
637,1421,28
193,1437,28
1278,1440,28
1131,1470,28
568,1480,28
462,1512,28
999,1589,28
1008,1590,28
642,1599,28
636,1692,28
112,1727,28
449,1762,28
397,1816,28
92,1836,28
1322,1839,28
878,1863,28
436,1873,28
292,1912,28
204,1990,28
209,2049,28
628,2103,28
1065,2110,28
54,2192,28
107,2255,28
1109,2263,28
294,2429,28
1199,2542,28
115,2554,28
1298,2611,28
449,2684,28
1037,2686,28
295,2867,28
494,2943,28
1333,3010,28
1171,3036,28
627,3048,28
823,3073,28
91,3299,28
483,3350,28
1304,3403,28
1305,3423,28
261,3528,28
1072,3709,28
1077,3725,28
408,3794,28
149,3811,28
946,3815,28
303,3826,28
1186,3857,28
316,3929,28
345,3933,28
930,3959,28
1002,3999,28
194,4055,28
395,4064,28
178,4067,28
406,4070,28
1191,4099,28
533,4122,28
1064,4234,28
237,4239,28
756,4322,28
1040,4337,28
1268,4412,28
837,4434,28
1065,4462,28
583,4536,28
308,4585,28
1295,4642,28
1214,4656,28
673,4725,28
650,4773,28
277,4774,28
422,4811,28
1004,4888,28
890,4919,28
779,4927,28
57,4947,28
1150,4994,28
200,5000,28
387,5007,28
903,5011,28
121,5083,28
1319,5220,28
271,5221,28
604,5415,28
1045,5421,28
732,5525,28
449,5537,28
617,6105,28
225,6153,28
456,6158,28
177,6162,28
845,6189,28
1142,6222,28
391,6264,28
635,6288,28
905,6299,28
699,6348,28
396,6355,28
656,6359,28
1386,6373,28
291,6379,28
618,6415,28
128,6442,28
406,6447,28
1268,6455,28
858,6463,28
1313,6517,28
461,6569,28
470,6613,28
678,6647,28
100,6655,28
138,6663,28
721,6681,28
565,6688,28
87,6762,28
1060,6784,28
1180,6866,28
1396,6917,28
451,6932,28
293,6956,28
1020,6981,28
1264,7023,28
1242,7076,28
1408,7113,28
287,7114,28
1101,7144,28
985,7188,28
619,7190,28
547,7274,28
515,7299,28
119,7489,28
994,7515,28
831,7517,28
1175,7522,28
820,7547,28
680,7833,28
883,8007,28
554,8016,28
364,8029,28
1260,8040,28
660,8053,28
1115,8060,28
1310,8120,28
1150,8140,28
1045,8167,28
1069,8206,28
616,8207,28
755,8225,28
489,8281,28
333,8304,28
367,8339,28
1317,8359,28
773,8440,28
1196,8447,28
548,8452,28
1035,8500,28
803,8514,28
788,8580,28
793,8581,28
251,8597,28
541,8624,28
1392,8677,28
338,8697,28
457,8703,28
842,8714,28
803,8757,28
738,8820,28
558,8840,28
1138,8916,28
77,8975,28
1316,9042,28
361,9131,28
918,9211,28
491,9212,28
1151,9286,28
1017,9337,28
1343,9395,28
613,9484,28
357,9516,28
572,9538,28
94,9566,28
834,9601,28
1102,9618,28
1227,9646,28
1040,9724,28
871,9795,28
514,10077,28
578,10128,28
1263,10138,28
601,10179,28
1038,10302,28
1343,10354,28
1124,10435,28
322,10472,28
46,10522,28
991,10577,28
1080,10728,28
1379,10813,28
466,10848,28
438,10903,28
1381,11019,28
323,11039,28
257,11088,28
920,11208,28
560,11356,28
1136,11430,28
389,11517,28
562,11592,28
646,11614,28
75,11681,28
815,11719,28
664,11753,28
127,11759,28
67,11784,28
108,11798,28
558,11863,28
640,11893,28
1331,11896,28
627,11937,28
1294,11943,28
736,11983,28
1143,12005,28
367,12015,28
1041,12070,28
949,12101,28
932,12114,28
687,12146,28
1282,12150,28
134,12191,28
383,12291,28
149,12309,28
328,12323,28
477,12371,28
90,12544,28
1263,12635,28
1241,12667,28
1303,12669,28
211,12678,28
682,12694,28
773,12718,28
216,12723,28
369,12754,28
315,12761,28
413,12777,28
921,903,29
101,917,29
651,952,29
791,976,29
812,1024,29
130,1036,29
117,1049,29
1410,1094,29
1157,1126,29
929,1154,29
979,1155,29
757,1293,29
85,1301,29
329,1347,29
557,1479,29
1186,1484,29
268,1565,29
1355,1577,29
584,1654,29
281,1672,29
1033,1796,29
512,1843,29
702,1847,29
745,1889,29
1406,1977,29
1313,1984,29
1021,2074,29
1379,2086,29
861,2122,29
577,2164,29
998,2245,29
796,2323,29
94,2367,29
914,2388,29
92,2484,29
424,2561,29
1407,2573,29
1251,2586,29
955,2589,29
189,2624,29
1136,2733,29
766,2763,29
627,2784,29
570,2811,29
268,2812,29
494,2821,29
547,2858,29
1290,2870,29
89,2923,29
505,2978,29
153,2985,29
1197,3160,29
1041,3163,29
487,3177,29
888,3188,29
634,3234,29
347,3318,29
336,3381,29
1360,3410,29
680,3464,29
805,3464,29
1042,3466,29
805,3477,29
737,3509,29
668,3517,29
353,3555,29
850,3592,29
1366,3646,29
1033,3659,29
1099,3662,29
652,3678,29
265,3718,29
975,3796,29
1356,3830,29
1168,3836,29
534,3896,29
1360,3905,29
990,3923,29
920,3937,29
1011,4035,29
406,4046,29
919,4054,29
1332,4060,29
590,4095,29
596,4104,29
474,4149,29
250,4162,29
304,4187,29
1392,4211,29
807,4266,29
867,4273,29
456,4291,29
845,4320,29
1294,4323,29
1186,4332,29
305,4338,29
986,4341,29
402,4343,29
516,4368,29
1330,4456,29
1197,4459,29
708,4540,29
604,4546,29
393,4576,29
606,4595,29
521,4603,29
687,4669,29
94,4795,29
355,4799,29
1365,4824,29
728,4830,29
228,4832,29
1378,4852,29
831,4877,29
1111,4958,29
109,4980,29
200,4991,29
500,4993,29
266,5015,29
770,5015,29
108,5099,29
347,5169,29
419,5181,29
497,5267,29
384,5278,29
554,5294,29
1029,5332,29
419,5381,29
95,5410,29
1292,5422,29
92,5441,29
1085,5458,29
314,5530,29
542,5541,29
1293,5549,29
87,5551,29
637,5575,29
661,5598,29
697,5636,29
383,5669,29
1106,5669,29
1115,5674,29
504,5879,29
163,5920,29
707,5954,29
1105,5977,29
881,6028,29
788,6196,29
775,6245,29
570,6272,29
853,6287,29
1332,6305,29
919,6330,29
639,6339,29
1012,6340,29
84,6385,29
281,6407,29
774,6417,29
1270,6459,29
672,6460,29
632,6552,29
678,6634,29
158,6668,29
889,6669,29
1280,6731,29
666,6733,29
1171,6751,29
970,6834,29
244,6859,29
354,6898,29
1162,6917,29
315,6957,29
477,6987,29
512,7031,29
832,7176,29
844,7185,29
647,7284,29
358,7304,29
294,7316,29
1395,7340,29
993,7351,29
62,7383,29
188,7409,29
509,7423,29
159,7476,29
496,7492,29
325,7502,29
831,7550,29
917,7553,29
253,7561,29
349,7561,29
912,7595,29
513,7652,29
182,7664,29
863,7673,29
1365,7693,29
1013,7701,29
739,7706,29
949,7743,29
232,7744,29
209,7788,29
305,7807,29
436,7841,29
333,7938,29
711,8136,29
593,8247,29
1375,8283,29
1186,8310,29
168,8422,29
173,8505,29
662,8574,29
765,8753,29
992,8891,29
1241,8919,29
1092,8924,29
682,8942,29
104,8950,29
393,8958,29
501,8981,29
715,9015,29
857,9016,29
236,9044,29
404,9063,29
648,9073,29
956,9140,29
126,9209,29
355,9220,29
461,9250,29
1341,9265,29
1115,9267,29
441,9268,29
462,9275,29
1004,9275,29
220,9304,29
1018,9304,29
833,9328,29
323,9336,29
1300,9352,29
1369,9391,29
1074,9395,29
323,9508,29
1083,9512,29
411,9649,29
542,9695,29
1317,9698,29
92,9806,29
1146,9816,29
277,9922,29
259,9990,29
1113,10122,29
444,10143,29
447,10165,29
870,10206,29
1376,10271,29
954,10307,29
1261,10412,29
694,10472,29
463,10639,29
1079,10920,29
791,11186,29
1204,11506,29
118,11535,29
486,11653,29
620,11662,29
146,11677,29
82,11683,29
1248,11749,29
569,11751,29
250,11825,29
1089,11944,29
1218,11988,29
414,12023,29
299,12049,29
697,12075,29
75,12091,29
1041,12134,29
854,12276,29
1144,12289,29
114,12304,29
1140,12305,29
1159,12313,29
1170,12334,29
1106,12335,29
207,12338,29
668,12339,29
706,12340,29
470,12380,29
1226,12425,29
70,12429,29
1366,12447,29
886,12478,29
992,12521,29
117,12712,29
411,12757,29
283,12773,29
652,12797,29
1309,328,30
939,409,30
1323,419,30
686,448,30
884,453,30
562,495,30
512,604,30
512,610,30
1008,617,30
927,645,30
677,663,30
453,667,30
1121,667,30
219,681,30
381,697,30
530,700,30
838,714,30
320,747,30
403,761,30
339,805,30
953,810,30
88,856,30
288,866,30
1095,870,30
127,890,30
889,921,30
280,955,30
858,990,30
560,992,30
943,1007,30
759,1086,30
417,1111,30
994,1163,30
455,1181,30
140,1218,30
737,1233,30
778,1256,30
110,1274,30
1114,1288,30
60,1345,30
369,1359,30
816,1368,30
297,1412,30
512,1429,30
699,1492,30
350,1541,30
138,1584,30
224,1585,30
1022,1614,30
1120,1724,30
956,1786,30
698,1812,30
1142,1825,30
1276,1873,30
1074,1938,30
112,1951,30
836,1978,30
832,2037,30
375,2074,30
730,2079,30
638,2101,30
1045,2158,30
276,2183,30
717,2198,30
554,2208,30
1072,2272,30
258,2312,30
864,2353,30
532,2378,30
427,2466,30
574,2501,30
1324,2508,30
493,2552,30
438,2640,30
929,2671,30
852,2740,30
1048,2800,30
180,2856,30
1142,2920,30
319,2928,30
368,3077,30
1107,3119,30
861,3173,30
479,3230,30
661,3239,30
584,3270,30
1219,3276,30
461,3339,30
303,3358,30
1075,3406,30
1009,3407,30
722,3527,30
132,3544,30
984,3581,30
338,3594,30
807,3625,30
1068,3625,30
834,3675,30
934,3696,30
794,3699,30
775,3718,30
772,3758,30
1099,3758,30
680,3839,30
831,3924,30
375,3929,30
351,3989,30
1251,4021,30
436,4027,30
250,4063,30
1361,4097,30
550,4116,30
84,4130,30
223,4194,30
537,4261,30
1073,4386,30
971,4440,30
1345,4451,30
1331,4475,30
618,4486,30
1388,4488,30
1021,4490,30
1328,4545,30
732,4551,30
188,4553,30
399,4652,30
764,4688,30
836,4721,30
1298,4737,30
459,4745,30
807,4746,30
1169,4751,30
298,4755,30
772,4773,30
510,4804,30
1254,4863,30
212,4908,30
858,4919,30
453,4961,30
681,4963,30
1413,4963,30
891,4965,30
1291,5057,30
422,5171,30
613,5210,30
548,5273,30
540,5324,30
889,5354,30
993,5428,30
120,5472,30
284,5551,30
575,5556,30
264,5600,30
245,5626,30
722,5677,30
906,5707,30
1179,5712,30
560,5723,30
619,5727,30
618,5749,30
915,5806,30
284,5812,30
943,5838,30
978,5884,30
846,5903,30
788,5929,30
68,5969,30
988,5985,30
547,5997,30
600,5998,30
1156,6022,30
1398,6153,30
436,6250,30
891,6292,30
1356,6304,30
1227,6397,30
1082,6403,30
262,6408,30
781,6478,30
435,6496,30
391,6542,30
375,6565,30
878,6589,30
1402,6660,30
115,6672,30
1128,6701,30
981,6706,30
764,6831,30
873,6900,30
1368,6902,30
359,6990,30
1194,7091,30
775,7129,30
982,7340,30
614,7397,30
829,7429,30
862,7526,30
792,7583,30
1108,7659,30
762,7696,30
103,7716,30
978,7734,30
215,7772,30
856,7774,30
736,7828,30
219,7870,30
1166,7875,30
245,7879,30
1157,7910,30
1033,7958,30
390,8021,30
324,8034,30
879,8035,30
1060,8099,30
449,8120,30
1059,8121,30
1287,8147,30
678,8208,30
1239,8208,30
174,8247,30
873,8249,30
337,8280,30
705,8302,30
1239,8302,30
916,8305,30
296,8312,30
523,8427,30
620,8432,30
898,8460,30
1098,8472,30
1045,8479,30
1158,8500,30
276,8532,30
1094,8540,30
276,8554,30
775,8574,30
1306,8580,30
343,8588,30
154,8672,30
963,8687,30
975,8739,30
552,8771,30
1340,8802,30
814,8869,30
67,9015,30
982,9069,30
139,9194,30
409,9250,30
686,9271,30
827,9649,30
1381,9760,30
957,9803,30
1316,9846,30
639,9915,30
56,9963,30
669,9990,30
374,10038,30
489,10046,30
636,10089,30
383,10220,30
1035,10281,30
563,10360,30
298,10430,30
1126,10432,30
329,10456,30
1359,10503,30
109,10530,30
216,10533,30
850,10590,30
474,10649,30
306,10669,30
1003,10767,30
1296,10789,30
832,10790,30
365,10866,30
523,11013,30
1342,11035,30
1209,11085,30
1102,11144,30
573,11594,30
596,11641,30
569,11678,30
1222,11765,30
686,11815,30
87,11879,30
1228,12009,30
199,12262,30
1014,12266,30
1377,12420,30
555,12440,30
712,12538,30
1283,12648,30
1273,12659,30
953,12700,30
1034,12736,30
1049,12774,30
230,12783,30
1079,12805,30
618,726,31
1149,733,31
901,814,31
1212,836,31
1329,862,31
311,954,31
1270,1050,31
1282,1197,31
434,1205,31
1144,1371,31
397,1563,31
223,1669,31
1206,1825,31
287,1838,31
172,1850,31
479,1948,31
742,1951,31
792,2014,31
368,2049,31
931,2322,31
1386,2380,31
1170,2516,31
261,2575,31
1213,2613,31
839,2715,31
423,2811,31
876,2856,31
337,2876,31
1004,2922,31
331,3014,31
1325,3014,31
225,3028,31
227,3051,31
643,3100,31
1063,3101,31
777,3157,31
62,3160,31
189,3230,31
92,3300,31
724,3386,31
278,3397,31
1041,3400,31
441,3406,31
607,3427,31
999,3450,31
1389,3504,31
208,3539,31
956,3603,31
55,3642,31
929,3670,31
1291,3678,31
1342,3760,31
818,3806,31
455,3848,31
1095,3850,31
1263,3908,31
540,3923,31
972,4018,31
359,4040,31
1345,4067,31
676,4068,31
607,4106,31
1347,4169,31
864,4176,31
602,4225,31
1041,4338,31
1400,4361,31
355,4363,31
923,4572,31
1215,4587,31
691,4596,31
772,4648,31
1259,4720,31
585,4776,31
952,4867,31
1398,4943,31
1136,4980,31
986,4983,31
531,5032,31
1110,5032,31
1090,5041,31
1076,5054,31
582,5055,31
616,5074,31
504,5121,31
664,5134,31
471,5213,31
982,5215,31
379,5218,31
901,5293,31
381,5297,31
1409,5372,31
825,5396,31
991,5396,31
364,5402,31
900,5436,31
588,5438,31
615,5457,31
121,5534,31
564,5551,31
1392,5596,31
1020,5602,31
535,5609,31
183,5688,31
685,5931,31
230,5992,31
250,6176,31
149,6197,31
459,6248,31
1336,6310,31
638,6317,31
698,6364,31
200,6391,31
443,6491,31
577,6532,31
644,6614,31
522,6617,31
387,6622,31
433,6671,31
1262,6714,31
284,6738,31
358,6752,31
449,6792,31
198,6807,31
1386,6832,31
488,6886,31
50,6920,31
1084,7144,31
400,7168,31
845,7227,31
818,7251,31
115,7287,31
665,7293,31
943,7364,31
402,7383,31
915,7409,31
71,7441,31
1291,7443,31
479,7459,31
91,7481,31
106,7482,31
1087,7519,31
1209,7533,31
993,7562,31
1344,7589,31
1385,7655,31
700,7666,31
747,7708,31
1141,7717,31
482,7768,31
312,7812,31
645,7812,31
740,7813,31
970,7819,31
340,7824,31
720,7889,31
642,7891,31
1295,7932,31
649,8025,31
257,8027,31
1150,8094,31
1016,8151,31
1244,8181,31
550,8283,31
422,8286,31
1131,8370,31
265,8403,31
354,8443,31
265,8456,31
576,8479,31
1180,8479,31
214,8490,31
264,8494,31
668,8506,31
617,8507,31
1210,8539,31
963,8568,31
998,8574,31
310,8580,31
466,8600,31
144,8602,31
384,8641,31
647,8688,31
354,8700,31
783,8700,31
1207,8744,31
715,8874,31
422,9029,31
1367,9258,31
247,9300,31
962,9396,31
656,9422,31
568,9432,31
322,9497,31
916,9503,31
480,9600,31
1203,9680,31
489,9691,31
556,9722,31
872,9723,31
348,9740,31
332,9761,31
300,9780,31
789,9811,31
1118,9832,31
242,9872,31
680,9931,31
167,9932,31
687,9950,31
1044,9981,31
483,10021,31
422,10033,31
844,10067,31
1254,10144,31
1399,10198,31
226,10213,31
120,10247,31
1148,10318,31
1005,10375,31
1408,10449,31
135,10481,31
578,10502,31
674,10505,31
454,10525,31
856,10584,31
909,10725,31
920,10738,31
827,10756,31
481,10776,31
926,10813,31
187,10963,31
1147,11084,31
883,11249,31
121,11690,31
605,11836,31
1288,11837,31
504,11860,31
1326,11866,31
995,11893,31
418,11974,31
350,11976,31
1254,12000,31
1087,12014,31
1235,12053,31
1025,12169,31
974,12200,31
361,12252,31
231,12304,31
1143,12341,31
883,12362,31
495,12378,31
174,12441,31
514,12510,31
1125,12525,31
1102,12557,31
1360,12631,31
190,12635,31
1272,12651,31
113,12691,31
293,12698,31
1125,12714,31
251,12745,31
1232,12762,31
796,328,32
645,363,32
893,372,32
695,410,32
589,413,32
540,419,32
1276,420,32
1133,441,32
811,445,32
878,446,32
1343,470,32
1200,494,32
493,549,32
605,550,32
470,552,32
1033,558,32
568,601,32
1115,612,32
1232,681,32
856,696,32
488,718,32
501,743,32
102,759,32
487,796,32
149,813,32
527,824,32
573,846,32
824,886,32
647,966,32
594,1077,32
1339,1213,32
781,1253,32
374,1273,32
398,1334,32
1327,1360,32
788,1385,32
959,1475,32
174,1517,32
1092,1529,32
411,1554,32
264,1583,32
1138,1665,32
278,1670,32
1303,1750,32
645,1762,32
523,1796,32
1115,1811,32
1262,1859,32
978,1878,32
910,1952,32
1147,2007,32
875,2020,32
464,2021,32
491,2333,32
1001,2559,32
1242,2563,32
647,2584,32
996,2656,32
1231,2732,32
1269,2876,32
1283,2888,32
1123,2901,32
232,3010,32
689,3018,32
87,3019,32
108,3067,32
1035,3081,32
461,3429,32
270,3451,32
742,3479,32
106,3672,32
192,3773,32
774,3776,32
836,3907,32
165,3938,32
1326,3981,32
1039,4019,32
1364,4148,32
215,4203,32
864,4226,32
859,4258,32
1212,4310,32
1144,4323,32
514,4363,32
670,4451,32
764,4502,32
1189,4582,32
1352,4594,32
1263,4677,32
820,4766,32
1003,4820,32
720,4827,32
204,4837,32
523,4858,32
470,4896,32
1400,4914,32
416,4916,32
895,4945,32
233,4998,32
1343,5020,32
591,5026,32
342,5070,32
1292,5082,32
515,5106,32
1388,5122,32
996,5132,32
288,5162,32
654,5170,32
1294,5205,32
866,5298,32
1273,5355,32
408,5372,32
1195,5386,32
411,5414,32
525,5469,32
129,5529,32
701,5572,32
900,5581,32
1370,5590,32
980,5621,32
1001,5655,32
1360,5699,32
177,5781,32
884,5796,32
148,5859,32
562,5883,32
710,5891,32
444,5924,32
524,5928,32
796,5952,32
1235,5962,32
185,5983,32
866,5998,32
271,6030,32
297,6035,32
370,6053,32
990,6059,32
442,6093,32
1356,6100,32
874,6124,32
114,6129,32
787,6143,32
667,6152,32
1100,6173,32
206,6203,32
141,6274,32
1172,6283,32
198,6286,32
972,6301,32
682,6305,32
691,6352,32
1329,6397,32
558,6407,32
995,6418,32
209,6429,32
778,6441,32
991,6458,32
381,6482,32
1087,6482,32
1333,6492,32
684,6552,32
754,6557,32
285,6575,32
1157,6607,32
891,6664,32
1267,6673,32
992,6692,32
662,6711,32
584,6761,32
766,6761,32
916,6766,32
768,6802,32
276,6902,32
536,6906,32
605,6958,32
567,7003,32
146,7087,32
1235,7095,32
395,7121,32
1000,7122,32
1193,7124,32
1277,7171,32
337,7192,32
790,7278,32
987,7309,32
675,7338,32
1279,7357,32
1044,7465,32
687,7531,32
934,7583,32
1020,7588,32
678,7606,32
653,7650,32
820,7689,32
1178,7712,32
175,7716,32
926,7764,32
262,7856,32
359,7893,32
1172,7907,32
806,7975,32
556,7979,32
1299,8021,32
292,8116,32
937,8214,32
612,8240,32
245,8244,32
804,8287,32
1031,8324,32
518,8358,32
1264,8377,32
564,8477,32
119,8562,32
508,8614,32
1234,8627,32
312,8637,32
442,8718,32
116,8720,32
871,8730,32
884,8757,32
624,8797,32
1333,8817,32
448,8851,32
996,8851,32
1375,8916,32
934,8967,32
219,8984,32
1266,8999,32
718,9002,32
558,9012,32
84,9023,32
1197,9049,32
1024,9050,32
502,9118,32
512,9189,32
627,9189,32
190,9200,32
468,9204,32
1179,9217,32
841,9234,32
662,9243,32
488,9265,32
529,9278,32
850,9340,32
342,9360,32
972,9360,32
437,9394,32
814,9431,32
346,9467,32
524,9496,32
1068,9505,32
89,9506,32
574,9532,32
216,9568,32
1209,9616,32
783,9644,32
287,9668,32
1157,9693,32
1344,9693,32
501,9808,32
329,9866,32
169,9891,32
361,9907,32
363,9978,32
536,9998,32
376,10035,32
340,10046,32
332,10071,32
398,10080,32
104,10092,32
821,10126,32
157,10208,32
880,10245,32
318,10294,32
933,10313,32
1278,10313,32
1320,10444,32
1149,10466,32
403,10501,32
349,10516,32
1151,10520,32
623,10596,32
689,10603,32
313,10625,32
1385,10628,32
450,10635,32
1127,10635,32
566,10650,32
428,10675,32
837,10800,32
1189,10806,32
1092,10810,32
962,10831,32
1000,10969,32
619,11034,32
1215,11073,32
269,11287,32
942,11366,32
720,11478,32
88,11517,32
552,11576,32
127,11643,32
588,11710,32
241,11723,32
709,11770,32
107,11778,32
1116,11841,32
412,11847,32
732,11876,32
1229,11970,32
311,12001,32
764,12021,32
906,12087,32
120,12106,32
1101,12147,32
269,12178,32
1003,12199,32
534,12227,32
1243,12256,32
291,12273,32
484,12300,32
275,12318,32
167,12360,32
1094,12405,32
701,12420,32
1315,12429,32
838,12489,32
953,12504,32
835,12505,32
208,12522,32
772,12570,32
426,12574,32
653,12632,32
842,12651,32
910,12693,32
117,12695,32
958,12713,32
481,12732,32
1238,12764,32
508,12801,32
1078,12805,32
190,12814,32
481,583,33
552,617,33
589,708,33
864,720,33
577,740,33
1022,763,33
1194,800,33
672,807,33
592,815,33
292,828,33
787,937,33
726,954,33
1030,968,33
579,1068,33
384,1114,33
1321,1142,33
924,1146,33
169,1189,33
858,1195,33
141,1196,33
916,1214,33
541,1223,33
1239,1248,33
1249,1270,33
1156,1376,33
517,1436,33
839,1456,33
1132,1477,33
451,1491,33
376,1576,33
162,1591,33
1109,1613,33
117,1616,33
808,1673,33
1085,1707,33
647,1754,33
151,1760,33
535,1788,33
1133,1796,33
379,1863,33
1239,1927,33
86,1930,33
631,1950,33
883,1961,33
292,1964,33
1175,1965,33
204,2032,33
323,2039,33
165,2048,33
1305,2086,33
81,2089,33
583,2143,33
973,2153,33
705,2192,33
200,2310,33
932,2356,33
382,2431,33
538,2449,33
1042,2481,33
428,2494,33
1176,2544,33
625,2563,33
410,2583,33
196,2595,33
1183,2638,33
1043,2684,33
567,2824,33
530,2833,33
433,2844,33
1006,2891,33
569,2927,33
205,2953,33
1064,2972,33
1006,2977,33
918,3001,33
551,3009,33
693,3011,33
89,3053,33
418,3055,33
91,3064,33
215,3155,33
1041,3321,33
1083,3338,33
1102,3354,33
314,3380,33
482,3441,33
1386,3562,33
299,3613,33
818,3628,33
831,3639,33
988,3706,33
403,3742,33
154,3761,33
428,3770,33
247,3857,33
659,3891,33
589,3894,33
326,3926,33
358,4049,33
1363,4076,33
330,4087,33
433,4170,33
128,4192,33
146,4213,33
922,4300,33
153,4313,33
1351,4327,33
84,4372,33
1198,4375,33
742,4427,33
1144,4508,33
326,4519,33
604,4560,33
1150,4569,33
1039,4624,33
1189,4630,33
1195,4673,33
823,4709,33
155,4752,33
1354,4780,33
1256,4852,33
185,4910,33
696,4919,33
130,4922,33
898,4929,33
1127,4934,33
1168,4965,33
1074,4995,33
152,5038,33
339,5148,33
428,5361,33
1251,5364,33
844,5416,33
1396,5483,33
836,5493,33
510,5501,33
661,5527,33
559,5587,33
1408,5594,33
1403,5600,33
664,5619,33
1112,5695,33
241,5743,33
943,5770,33
453,5772,33
941,5789,33
799,5798,33
183,5801,33
160,5849,33
1275,5867,33
1361,5939,33
726,5967,33
1224,5968,33
928,5988,33
414,6094,33
761,6098,33
1125,6099,33
924,6116,33
1294,6165,33
211,6208,33
209,6220,33
860,6306,33
920,6319,33
712,6325,33
819,6325,33
98,6351,33
1185,6352,33
1092,6376,33
407,6403,33
764,6404,33
911,6466,33
1025,6497,33
643,6501,33
566,6584,33
1057,6684,33
703,6686,33
742,6789,33
963,6801,33
881,6812,33
180,6864,33
778,6871,33
799,6896,33
1249,6971,33
939,6979,33
457,7048,33
1024,7112,33
100,7147,33
152,7171,33
448,7219,33
779,7220,33
231,7227,33
469,7295,33
430,7396,33
1127,7464,33
477,7554,33
1219,7556,33
1306,7605,33
495,7615,33
279,7625,33
600,7658,33
428,7694,33
1015,7702,33
1418,7711,33
644,7762,33
210,7768,33
697,7790,33
417,7858,33
449,7868,33
88,7923,33
213,7926,33
1205,8043,33
764,8075,33
1329,8155,33
1154,8173,33
1010,8178,33
1174,8261,33
236,8264,33
1418,8275,33
67,8278,33
211,8315,33
344,8373,33
59,8400,33
409,8426,33
215,8472,33
528,8496,33
735,8536,33
158,8659,33
693,8702,33
513,8760,33
1162,8796,33
293,8806,33
629,8817,33
338,8963,33
62,8967,33
260,8988,33
272,9100,33
840,9154,33
1153,9194,33
350,9222,33
125,9235,33
248,9237,33
382,9249,33
409,9271,33
1142,9307,33
556,9314,33
549,9370,33
1359,9500,33
1052,9508,33
373,9531,33
326,9551,33
778,9551,33
1409,9552,33
450,9601,33
282,9626,33
1047,9628,33
776,9631,33
424,9656,33
422,9679,33
1018,9713,33
1034,9766,33
493,9847,33
1175,9853,33
958,9976,33
1069,10063,33
1248,10068,33
383,10070,33
401,10107,33
1196,10136,33
781,10170,33
906,10222,33
717,10335,33
1052,10418,33
775,10420,33
1281,10487,33
392,10497,33
128,10735,33
1170,10891,33
428,10946,33
678,11196,33
538,11288,33
106,11665,33
598,11677,33
175,11681,33
126,11693,33
839,11738,33
602,11798,33
271,11828,33
122,11879,33
530,11968,33
612,11992,33
877,12003,33
1182,12009,33
898,12018,33
704,12036,33
673,12042,33
393,12045,33
1171,12217,33
1011,12232,33
477,12233,33
136,12243,33
472,12312,33
989,12342,33
1084,12371,33
1078,12373,33
1123,12387,33
1011,12429,33
557,12441,33
1413,12441,33
882,12491,33
964,12552,33
1375,12604,33
809,12613,33
1024,12617,33
261,12677,33
701,12684,33
1112,12690,33
916,12699,33
1059,12740,33
275,12826,33
1313,12829,33
140,746,34
96,855,34
355,889,34
937,895,34
797,994,34
306,1003,34
43,1017,34
1277,1044,34
244,1210,34
277,1212,34
793,1262,34
986,1282,34
908,1297,34
1128,1345,34
930,1375,34
570,1376,34
919,1376,34
1076,1413,34
642,1416,34
155,1507,34
556,1658,34
653,1690,34
686,1734,34
66,1742,34
327,1778,34
687,1855,34
153,1863,34
1311,1872,34
1285,1893,34
551,1898,34
504,1906,34
713,1909,34
1230,1920,34
78,1922,34
562,1922,34
325,1959,34
70,2012,34
942,2074,34
899,2121,34
888,2148,34
388,2194,34
899,2235,34
690,2312,34
1093,2328,34
938,2371,34
604,2560,34
301,2609,34
964,2618,34
365,2676,34
1206,2705,34
786,2708,34
801,2902,34
975,2908,34
927,2926,34
77,2928,34
1320,2982,34
427,3000,34
99,3027,34
538,3056,34
223,3150,34
