"synapsinR_7thA","synapsinGP_5thA","VGluT1_3rdA","VGluT1_8thA","VGluT2_2ndA","psd_8thA","GluR2_2ndA","NMDAR1_6thA","NR2B_9thA","NOS_9thA","Synpod_3rdA","GAD_6thA","VGAT_5thA","PV_1stA","gephyrin_1stA","GABARa1_4thA","GABABR1_3rdA","VGluT3_1stA","CR1_2ndA","TH_5thA","VAChT_4thA","tubulin_8thA","dapi_1stA"
929053,1323982,1432889,2174312,593826,1440499,1148667,1768348,1412696,1687317,565288,814153,890229,896794,855990,1033505,1412258,1732408,1557255,1448276,779299,1006970,845406
1317105,1490214,1997804,2462160,615405,1496808,1599519,1737774,1457854,1568375,482772,618966,979862,787087,819674,944426,1394681,1632543,1519677,1404359,732270,763907,803279
1526260,1354409,1769134,2453934,561935,1430522,944468,1537646,1274857,1455902,566648,807484,961770,766187,809851,1028735,1295390,1637384,1541509,1304823,846430,1033786,770200
1424771,1734542,2050371,2637939,579175,1275124,997756,1636101,1389085,1633985,409881,1117472,1110487,801298,847057,971048,1444188,1647062,1440084,1396094,738525,1157795,807898
1256066,1486662,1471362,2088577,616221,1272990,965495,1835522,1438679,1658934,413161,801920,1004073,1004572,748576,1026026,1470656,1774067,1439966,1459029,727213,1182479,840171
853326,1338865,1488972,2142851,583715,1317464,838201,1629752,1439000,1681901,514070,721492,916073,833308,742502,1005070,1312332,1726475,1497514,1436924,851418,1082848,841581
1268660,1304683,1917556,2231681,586055,1482430,1008092,1554591,1276136,1456641,558524,719920,781110,795339,798072,869947,1419486,1720848,1395502,1315339,738701,878261,780243
896867,1247401,1740673,2287944,625877,1490703,1420630,1693204,1413573,1545198,514912,852973,957174,805989,744504,894532,1360331,1662930,1532059,1318082,708904,1207914,807257
881455,1144771,1316701,2005170,600632,1257596,1067167,1791799,1329358,1727796,441131,744505,1000912,765472,769516,1018430,1323200,1680177,1545256,1427960,713638,1185293,818771
690848,1140090,1316210,1885019,599692,1212620,965479,1579267,1195098,1532589,458479,859468,907375,846619,796170,992705,1340255,1720982,1419400,1364567,734014,776124,830926
2414699,2546832,3365446,4035772,631369,1538133,1230660,1711770,1539407,1722727,471167,799613,1106238,889338,771024,940104,1629612,1795056,1513566,1435917,836377,771071,844521
606555,807791,1207850,877231,746478,456001,2654110,702578,1094270,1426350,296484,354307,469139,878615,772488,586527,967292,1680886,1234576,875237,419393,272069,837855
703687,1188012,1232608,2025151,595654,1026089,990909,1592736,1245796,1679394,545822,797267,771240,891158,779901,930138,1348453,1712571,1497382,1415503,717966,924594,847759
1167688,1396111,1712882,2240702,610530,1271189,932695,1561858,1358873,1729085,441577,709749,987093,858448,741673,961382,1368750,1778387,1388334,1409939,730370,804163,856138
860433,1328689,1383240,2115095,603645,1120055,823181,1542046,1259773,1605732,471452,941215,1118166,860014,849018,875009,1294604,1897618,1563628,1354452,800735,762421,835546
1261586,1566281,2074873,2455166,600685,1597899,1041852,1716577,1492414,1967964,658057,1502075,1141157,794530,871291,971362,1505819,1858187,1675425,1538645,848463,1012516,838366
747799,1186679,1281257,1842160,581803,1148960,862523,1566170,1254717,1690380,400379,837362,944196,829130,802177,1100005,1349825,1880207,1477348,1343441,712657,896554,818736
799304,1275616,1365614,1908465,571589,1180494,841575,1568245,1165377,1609303,492428,706424,792086,743054,767668,871061,1280067,1655216,1503555,1288760,704575,697979,795384
831985,1307831,1387003,2049463,604613,1349856,1075258,1669495,1214310,1755743,561976,754513,849238,795556,841732,886185,1334341,1745993,1481579,1432590,1016001,1104850,848655
820822,1232067,1732326,2243279,607473,1224064,981061,1708744,1230679,1632751,427694,615259,775889,788630,733587,896428,1350579,1690600,1356770,1320409,763441,1043157,816687
845184,1239897,1159858,1771218,577240,1127846,900337,1525469,1195390,1513271,615758,1065178,923698,826447,753514,928196,1294242,1612655,1457643,1320392,667940,887277,813728
626884,1120658,1057701,1656539,661510,1203320,926093,1524502,1217317,1557843,486484,930085,912274,716577,834026,934046,1255237,1705220,1482425,2029420,836838,660140,777141
929097,1195785,1878067,2696788,619479,1473189,897574,1842796,1826814,1814599,572333,1066969,814080,813026,880899,843692,1329490,1634718,1498589,2700396,719282,581295,907147
1943884,2100732,2627181,3041591,620262,1497152,963527,1644118,1342792,1588047,519693,890621,873450,794061,842207,846453,1448484,1609816,1646732,1956603,691000,569694,775599
998668,1535009,1725824,2513729,621167,1361387,869366,1922009,1429639,1787759,508256,1002431,987572,780734,1158264,923630,1384409,1838160,1603660,2471481,837705,1291966,856741
1670239,2155652,2453163,2935968,586646,1175044,764323,1540445,1266065,1707242,690039,1024100,1028629,801889,843371,880990,1332114,1818221,1623028,2133493,716520,652793,788728
998243,1393315,1770978,2578612,617594,1403645,1121059,1672060,1369804,1795407,685770,1045520,1033988,755702,897659,1107456,1364815,1743414,1657576,2283613,814021,751760,845709
1943286,2118209,2213138,2839786,599165,1309078,936268,1622956,1307993,1678082,1072409,784791,957457,745818,768967,839705,1419932,1629520,1756199,1579584,891776,746449,789024
849911,1205590,1572680,2105699,612221,1237487,999080,1718715,1256631,1647511,550204,735244,800705,765473,799275,909056,1356989,1685267,1568846,3560994,756576,526119,835696
1326819,1766423,873325,1633477,1234357,1364614,1039495,1716495,1352860,1713297,426121,1149262,1002160,812465,771650,956225,1306506,1781413,1451902,1513646,786121,723950,858157
1148356,1488412,1804641,2073682,604457,1259913,829033,1666857,1322723,1736142,652365,1093052,985970,762986,942025,1064327,1359221,1661377,1687453,2870816,800203,591660,812529
1143416,1483983,2037896,2591343,650716,1232522,956578,1719584,1405258,1681380,445290,756244,801105,743672,815827,950723,1293842,1673572,1504339,3061598,728122,555218,827644
710819,1297202,1074463,1721589,632117,986173,816205,1494278,1218004,1508065,470798,959897,891363,738491,838800,916644,1324625,1597446,1500855,2981182,695225,645348,782002
878066,1219364,1138674,1825166,619259,1146445,997210,1612214,1301926,1530518,463686,1088108,1115669,786535,789401,893931,1304091,1648147,1428897,3798446,824162,1206945,822047
1107803,1217530,1383841,1936592,635144,1345018,1003642,1694261,1222686,1614186,775139,761121,919250,735790,922276,930095,1335126,1661793,1523028,1494020,871142,662764,825199
714048,1184138,1268073,1708215,605176,1252970,860009,1534905,1283294,1510819,467450,727013,843105,733131,919414,887244,1297877,1688397,1449351,1844482,715132,611248,800285
672023,1236133,1075045,1748266,628390,1270345,827947,1583104,1332465,1581527,495970,779994,828189,776518,844423,860457,1268093,1628746,1470046,1657526,740443,1103481,798012
1083289,1410415,1517368,1872698,743431,1332612,1193035,1505315,1189460,1483665,572426,736717,781419,689274,902387,875953,1312062,1563322,1385869,1538234,788012,542649,760948
816323,1148932,1554810,1993205,632068,1205249,973289,1636714,1293727,1555383,569033,770521,777439,797687,846891,939832,1321144,1696220,1487184,1562940,821605,659812,821953
836384,1445768,1360737,1864042,677850,1188607,852859,1719569,1314288,1466181,522168,840824,864366,732984,878171,870496,1271143,1657110,1445917,2119400,718866,593924,804014
769105,1230572,1305666,1925075,627644,1195310,915643,1495063,1199394,1579135,451193,858078,938821,856433,746419,886689,1350548,1693789,1503653,2060255,695153,789916,818332
1542845,1835352,1083002,1718170,710276,1128095,991039,1639030,1402271,1917160,470071,2060504,1558091,768633,1127247,931338,1289136,1741120,1625015,1559176,724960,660323,846870
1214818,1690400,1624780,2108570,820933,1401091,1116906,1767691,1499490,1542309,442725,768485,851124,757217,788907,879901,1424768,1706928,1470356,2607159,764883,559548,816708
1158912,1448892,1439333,1987620,617501,1141192,830371,1551647,1195852,1524606,556695,972720,872587,787648,880548,853798,1390799,1681900,1534968,1756268,749086,628666,824770
1151331,1579779,1639635,2061964,682797,1481800,1182056,1700240,1243886,1553147,735919,811818,886079,753685,861268,882330,1480484,1704391,1734102,2064711,749563,619150,828603
1918512,1710689,1854782,2725876,793906,1559529,1331908,1743719,1366776,1759527,711623,939875,991837,758903,910802,892255,1417703,1794798,1541843,2172278,844675,586556,844112
1342632,1662857,975492,1596253,1336837,1099901,968664,1508578,1113865,1488535,399285,814364,891420,739262,744603,874465,1277099,1692434,1518168,2293023,737321,534656,776428
988164,1451909,1337763,2107709,655849,1233374,758202,1624853,1309817,1646718,428508,1467434,1060191,760956,1073672,854980,1411611,1732793,1678942,4051647,792466,663667,847610
1088383,1643257,1250276,1919862,631562,1465466,1042359,1609604,1318659,1540075,866201,752191,856164,737336,869264,938732,1321999,1651507,1566124,3608628,819299,860509,832951
787266,1057994,1130551,1484368,603594,865045,697734,1092898,827286,983799,314051,411042,534628,424604,503398,566012,863143,1001432,901880,2346432,457089,505080,485263
925661,1421574,1307246,1796181,740651,1150588,856959,1535708,1275763,1562993,500347,805384,1052296,704738,756967,852422,1336359,1605172,1533510,1834949,737681,513328,771076
671324,1162376,1250451,1837971,626774,1086651,824759,1721657,1268853,1641070,477930,904375,911285,749870,827587,935314,1297003,1852776,1704552,1738131,1052275,689590,863162
1247545,1445147,1995559,2346804,679170,1482418,1102517,1632028,1480622,1587288,555810,1124479,966613,786817,926710,928730,1370560,1692864,1636507,2287214,741836,718252,807107
931716,1257600,1539682,2073182,630388,1132838,943686,1438081,1162631,1392758,407777,756704,857544,728683,741900,874273,1294515,1679558,1296961,1859308,695490,594274,755446
711765,1243797,1332554,1805830,665755,1105455,840349,1567699,1224110,1520129,476805,767626,967194,742078,812445,876717,1301454,1664617,1489358,1539142,783340,614837,818040
941840,1572833,1043478,1570007,624900,1032859,886251,1513327,1321080,1563189,496651,1173942,1262410,749612,911871,876046,1269182,1656929,1627837,1684493,689738,609744,809323
590979,809277,1013803,1182709,321057,695553,471448,813762,653976,791617,265214,431988,502953,401542,464174,443109,664572,841586,752435,1506887,371631,280738,406526
649429,720903,811329,908814,401015,451643,482669,767738,789502,953673,339949,435502,312607,742735,775696,500617,779461,1666983,1082749,723935,680186,213176,829003
557234,1108641,1111772,1681765,603613,1037307,776721,1332515,1082638,1456566,407071,1025860,792461,775324,814604,852286,1239323,1733251,1508978,1886950,854726,865898,757650
1517802,1730900,2103782,2597806,656064,1375087,1298893,1696763,1278681,1805598,619084,910770,939264,805670,804468,900337,1343497,1699008,1491227,3415723,739563,776104,840606
787405,1206786,1204748,1873387,640644,1145217,840137,1638232,1299526,1627736,545183,813543,865124,713435,812601,1013306,1257568,1626262,1456703,1460796,740789,615623,797930
878848,1191966,1676298,1798110,791846,1208118,944686,1503487,1163222,1505323,470856,667864,838621,1000413,793611,1065579,1397410,1765864,1365692,1490037,768673,565970,787790
868148,1407494,1007543,1627974,637977,1039618,963546,1487371,1122221,1576755,641532,2209942,1242456,727174,859517,893010,1295656,1573534,1436295,2313784,686260,685085,779452
677105,1218984,2250078,1781349,792333,1082517,2628712,1608434,1281791,1598631,532254,1232037,1024090,1162662,972817,1043241,2172443,1764448,1995662,1283145,936177,691787,852946
1228196,1313964,3110393,2549504,768374,1435506,2404302,1736734,1394109,1596116,670816,786388,847126,1025700,803607,923258,2387705,1788653,1754601,1377576,760494,940899,843944
956948,1344914,1790642,2458373,753850,1336581,2219300,1771759,1537213,1529480,573509,949309,841882,1043672,887870,954038,1492274,1786506,1722058,1274636,787617,752849,835480
743679,1267438,1525227,2020872,773839,1227666,2302435,1706259,1442656,1517285,533482,829712,1033800,1087932,976323,963742,1435268,1815039,1628505,1415581,848878,912523,830903
1128950,1247906,1513195,2170430,780786,1297726,2212432,1659193,1301922,1682628,501112,842164,984488,1090608,940192,1020272,1446649,1817617,1633690,1339825,768108,859667,844013
598348,701408,857484,1383857,383528,691163,1303405,735437,680607,818743,197618,414670,483255,514822,388587,458293,796635,866211,760606,629829,339865,360936,419252
1073305,1252410,1605822,2453110,800677,1684805,2369541,1872924,1375308,1598183,589793,901855,935603,963472,908662,968150,1539982,1834076,1714795,1469845,747186,1066582,832328
929316,1213160,1508500,2254399,752998,1473514,2045268,1688049,1339801,1621186,476727,1200049,1021848,950716,914204,1048542,1526455,1851213,1565801,1301563,758627,974369,840137
1111663,1382863,2022498,2436551,808422,1605648,2404238,1620732,1417512,1557783,538362,969843,1201582,1034925,816186,931857,1503724,1816999,1695070,1294730,934034,956027,830117
281350,222765,203276,369419,116666,176836,382772,192520,192117,225055,108496,118576,114714,147552,100116,120520,196896,237839,261524,192749,103837,126764,117524
1281718,1568663,1906130,2658090,859551,1569251,2785344,1868741,1345390,1521057,732948,728577,849797,1143181,806443,899830,1465443,1778556,1680699,1270039,803399,1377916,835195
727387,1443466,1309829,1908686,782782,1298140,2251510,1581441,1214987,1587328,777996,1418958,1229339,1036390,1105579,885812,1386651,1773897,2101449,1273500,1088918,1111617,816589
1743276,1807362,2199739,2983968,800574,1643073,2679756,1746426,1293089,1653550,817646,876531,971955,1106863,895390,1024670,1534329,1794263,1592932,1342270,790202,1505674,843892
1102839,1448367,1939358,2223855,778991,1447878,2125676,1522279,1214557,1635192,517364,756914,914380,1092392,810724,957495,1480776,1765308,1524884,1351759,763434,1564921,839933
1225255,1475445,1960048,2600260,835618,1592505,2548645,1799893,1573309,1568630,494287,872996,1034311,1156148,923932,1047837,1537577,1784161,1640136,1281956,788469,1092292,839724
876259,1547256,1385809,2158739,801387,1756252,2510191,2031410,1270114,1726777,628877,897409,1058882,1122916,818914,898775,1377839,1775165,1832174,1358543,862349,934430,892545
964811,1354944,1604576,2354071,780859,1339753,2448902,1756375,1545611,1658672,693044,820046,802328,1038327,796148,895231,1349225,1746668,1702342,1290564,747956,639258,842059
1984778,1770115,2011823,2658268,865742,1986624,3092390,2132144,1753377,1528184,691409,1232384,949457,1050209,897374,947592,1579950,1811892,1556264,1386409,777172,727933,863198
2447777,2427612,2182690,3239508,924937,2341131,3380820,1657058,1555781,1610081,1552110,903704,879082,1125199,839782,923305,1480646,1773945,2352378,1535011,1441510,1366626,851857
1305117,1376845,1660326,2312893,780662,1612877,2259761,1720075,1475887,1549599,685181,975785,941713,1135546,789646,886663,1404918,1759712,1684959,1289800,841916,1019014,842760
801273,1151721,558842,2105569,686145,1323577,1871521,1526788,925026,1116803,294567,689267,1010339,833935,705523,937019,510395,1550724,1506229,1389528,801446,1440327,722566
1054354,1304390,1591888,2210081,710160,1443003,1877788,1479074,1203947,1404514,470476,659152,831217,893261,798508,866662,1343384,1661134,1380749,1286532,688765,1747607,770097
1528735,1663792,2003673,2700515,822679,1580526,2563394,1872352,1593120,1526845,534798,785336,981486,1146682,922044,941917,1542992,1788125,1648867,1405822,764899,806538,857438
1455016,1651566,1644564,2167257,869591,1815424,2803604,2053738,2556177,1521478,588622,703331,1146334,1217313,1335963,1419580,2392259,1836227,1692113,1443118,762362,560363,857108
962135,1240729,1393924,2237522,808689,1722009,2385162,1448833,1147488,1469743,467290,689139,764717,1105095,924008,1038534,1418669,1671977,1408396,1198237,651226,912203,822047
992773,1314218,1060215,1881078,722692,1321168,2177915,1556989,1188440,1294431,586965,855741,897906,876885,900177,827346,1060213,1685228,1485323,1223417,818024,1476270,753733
651221,1130031,970500,1631281,690219,1245800,1970694,1493404,1180511,1326263,437153,661864,873183,894205,810439,872416,1284289,1601920,1281757,1134429,676032,2187457,747076
1820681,1621833,2145573,2869657,698207,1586978,1959185,1458300,1255633,1514601,477656,660376,952064,962836,736664,962134,1442556,1658224,1450151,1311810,746190,877378,786904
1205611,1510583,1797940,2577079,706522,1430926,2031954,1580785,1426468,1496603,734526,1630837,1415108,1075925,830164,864624,1412625,1685909,1583857,1345018,939038,779502,804155
643355,846193,760472,1168370,449737,750858,1295292,926497,824138,981634,424144,504869,558128,654459,498843,555433,900567,1057711,878509,842296,478566,455582,523536
1036171,1449183,1658519,2376806,685854,1301563,1953183,1714481,1468694,1382737,505210,709404,938736,921961,851769,925420,1398081,1671130,1395064,1251724,703534,864006,810299
