bIIItubulin,DAPI_2nd,DAPI_3rd,GABA,GAD2,VGAT,gephyrin,NR1,VGluT1,synapsin,PSDr
7982,39501,877043,5680,15624,10656,0,25419,0,476196,0
35842,8358,180541,1393,4179,2707,4179,13470,3138,7495,10898
6076,24168,420313,6951,12688,6623,11592,49535,10656,6509,96354
0,3140,54035,628,2512,1256,1884,10036,1256,0,628
23694,14954,317849,1534,6790,3946,0,11609,0,32034,0
13615,29911,517919,4819,11742,8372,176,26245,179,51706,548
8041,24111,443537,4397,11629,6877,13116,36400,28808,53485,68383
1361,12791,249964,2750,6459,4647,6194,22738,5964,46685,20096
4573,11341,255011,1864,5011,3728,5592,17346,6005,41818,51022
3834,14889,302897,2436,12055,4715,8507,16531,14843,22614,66634
648,7681,169726,10087,7005,3039,29274,2386,3561,18499,1386
5080,12123,230128,1610,5219,3614,0,8695,0,11146,0
4846,19554,335790,2403,6188,5692,0,12495,0,45702,0
3820,14793,336556,5434,5511,5503,5154,7500,4678,28058,4521
3100,30614,411658,5797,13363,7925,13191,32243,10681,19603,111647
3845,13430,235346,5519,4940,4264,5343,7922,5915,16649,12917
20815,34119,672311,5063,27206,10801,17816,178413,29022,128018,75249
3076,10307,205141,26818,5183,12576,7729,6725,4810,14,1800
1199,2718,59470,477,1798,906,1359,7709,1031,407,3781
2865,10210,184700,2053,3989,2998,10714,5056,3956,145,3006
660,7176,130038,1201,5008,2045,3603,30406,4237,314,13257
7573,29942,527132,4748,13869,9494,14244,86634,17248,2655,182398
8772,45776,819683,8559,26535,12982,17596,39041,16581,32767,176163
18416,62020,1342971,14389,25223,18657,32973,87305,32446,313778,207219
7590,53890,1007448,8546,24741,15081,35852,34214,22807,143917,369307
12690,34250,625211,54282,36905,24891,34959,25300,13117,47879,8050
12699,27802,581832,5666,12519,7768,11602,67043,11455,39867,106755
946,6779,125190,1065,2533,1898,3195,7553,2600,1010,31979
3620,17687,314571,2968,9301,5536,8086,74451,9033,11388,92367
0,0,0,0,0,0,0,0,0,0,0
14058,14058,269316,19251,24763,9948,53539,10089,7231,17653,6790
33800,26633,512018,36019,17701,16914,171853,16832,23711,24023,9072
5567,8926,143630,1721,4861,2701,4508,21119,6493,14357,26454
1973,8389,150451,1343,4226,1955,4029,36470,2686,12674,18903
20,40267,724903,6383,20961,12203,23050,123703,53486,199764,106622
20617,69748,1296736,49190,41031,24634,34701,60486,73868,190412,126043
36247,32250,547055,13452,11477,10425,14788,18815,17372,103536,90549
0,3536,70696,0,1538,1174,1761,1761,1174,3896,1174
13916,54658,978217,11805,22344,14601,24011,41386,26879,46076,251247
10200,41273,759994,6540,26641,12036,17572,26605,15462,107004,290005
7764,11848,206020,1912,5668,3824,6443,30273,10459,8450,26897
2574,12896,248537,2040,5050,3506,7025,7608,11592,7590,64404
1355,20067,352703,13891,16498,6330,9442,32815,6330,3641,54810
14662,39456,806096,4146,15674,12765,20946,23925,22531,33775,216424
2784,28426,495744,4367,12568,7528,14271,46480,28014,72692,110119
1056,18931,406056,3360,7812,5753,10353,16818,18593,24010,68687
33167,87125,1809031,15944,41653,23979,58494,74102,107168,141385,557640
37727,32528,654881,9234,11604,9181,22415,18401,24513,147309,98427
21255,59752,1176735,11624,26751,17666,32126,70993,54555,90679,273971
20893,17101,311995,1277,7377,3847,0,8590,0,8195,0
1628,9311,181016,1528,3256,3039,0,5015,0,18981,0
6486,24382,448679,8024,13434,7831,11052,13824,16534,14699,124085
6306,9792,142913,1632,3345,3264,4896,4779,3264,44417,283
1270,5046,84596,841,2814,1606,2822,14290,1682,2072,1682
1768,3664,67986,536,1177,1072,2234,2036,536,3184,18857
9812,2256,37182,444,831,752,3135,1504,1863,0,8548
9400,30587,594812,7081,10911,7397,12573,31099,29225,34182,159516
36901,36353,745539,6258,17873,10803,16275,98320,13838,36857,130378
1495,16134,277700,2631,8535,3928,7232,9211,6317,12539,113700
1728,25787,540401,3679,9776,7359,11450,15871,16548,22601,134033
12192,68373,1190484,11516,28566,17977,31450,85196,44760,344684,151269
18450,17500,299933,2872,12878,5010,12623,83918,19720,18915,28090
6112,23493,465326,3621,11301,7242,12422,31558,21458,9814,135138
15,18669,325813,3356,8971,6176,8837,34009,6896,43789,42409
60877,31548,710479,3081,13572,8125,22253,15749,12107,7047,107622
4377,5802,126438,967,1937,1934,1944,2901,1934,375,6685
8714,15453,311513,5554,6603,4822,8239,10688,9216,19156,6794
750,3493,65253,582,1410,925,1746,1935,1164,2372,1398
3696,16407,356726,5003,13275,6540,6945,70153,6202,15712,241275
748,27470,514183,3442,16373,7274,11838,16019,11517,12092,117499
3910,20150,376321,16845,9788,11637,8474,45756,14338,42975,83848
11210,20589,462807,3699,8371,6028,11326,23021,20894,11042,65778
12503,10746,170407,2485,7512,3730,5900,49893,3730,1149,6024
16272,11391,225671,2196,4013,3412,7169,13422,11520,24414,13877
11681,27146,573480,4908,13478,7414,13043,46631,31055,30257,81498
1186,36408,747855,5985,21851,10964,4986,56112,8084,159369,23011
394,1851,35756,330,660,601,0,990,0,600,0
16198,34292,666543,5357,13125,10100,17052,19237,38290,82211,250721
10619,14478,274141,3208,6546,5044,6382,9671,4390,2414,12323
4190,6384,132297,1064,2228,2128,3192,3636,2221,18916,26864
1799,9591,186499,2292,4678,3079,12129,22746,12168,7319,48983
4178,9691,174522,6269,4004,4951,3956,5298,5050,12220,3000
5614,22296,497003,6120,8649,6128,15488,13538,35665,102190,106523
14103,66612,1460247,10441,25378,20383,33199,41600,53249,98568,488058
25107,39505,742351,6449,16178,14841,11185,36481,8128,58343,63448
364,1604,36489,0,1070,268,0,8860,0,4732,0
2402,4806,95211,801,4347,1124,0,30679,0,2595,0
8153,18231,358084,3122,11458,5604,10079,22207,22472,5581,79883
1218,26545,504024,4733,13709,7978,11665,75881,11985,106839,215876
2807,6529,134347,1397,2881,1709,3169,9367,3414,3141,50986
34874,61014,1173231,45473,28825,19616,24394,51965,36825,38268,59404
14689,22349,406450,11097,14462,6111,11154,132437,20992,19709,76138
0,0,0,0,0,0,0,0,0,0,0
149,13124,287064,2155,5481,3695,11874,11267,4447,2155,4310
8500,11977,201175,4432,22611,4260,5904,9290,3932,7824,3198
6594,24000,443546,19358,7743,10275,10757,13695,9419,13443,9404
3521,10489,200462,2250,4948,3432,4971,23955,10030,8624,29589
27434,47857,914086,5369,33281,12259,0,63270,0,106240,0
5724,18521,365360,2941,8446,5682,9378,9498,6563,21866,62599
24974,23026,462845,5343,8557,8462,10790,29946,10842,80291,107666
13694,45984,915913,10864,18276,14672,20899,37520,28119,136413,58634
0,5938,97405,901,3151,1802,0,2744,0,9125,0
14649,66563,1463089,11290,30951,21617,36296,68917,89369,211187,177903
807,8225,160315,1425,5529,2350,5458,35800,3525,1,51871
7431,21979,411299,3513,7166,5713,11323,12717,9965,35766,146532
6323,20172,295893,9933,23625,7914,39548,12051,8271,36071,6227
5869,23716,415897,5101,12665,7202,9480,20737,21821,53054,103695
12519,35877,728984,7665,20625,10457,11376,58443,14971,104198,90826
5818,15244,316919,11872,13229,6563,60794,6624,6822,12420,5478
2378,10968,229595,1827,7534,3656,5454,13774,11696,50098,21585
22247,73256,1578405,11736,29628,20786,16291,59613,52273,161827,318512
0,11112,284937,1894,4406,3704,0,5680,0,132511,0
8002,21625,415375,2962,9267,6290,0,13361,0,20413,0
361,2166,41227,361,722,574,1083,1083,722,1991,722
3007,15773,328282,17711,11351,7490,47114,8638,5805,16573,5275
33660,24532,513449,3811,9207,7637,12021,18979,28434,64000,62346
17907,49725,984732,27080,21627,17030,22792,100410,18973,22032,45316
5610,18670,360659,3982,7129,5432,8502,7620,14623,26068,51145
3405,20120,428477,1501,8854,5589,10362,28375,11396,34930,6938
670,3648,92678,1209,1721,3008,1824,1824,1251,1125,1458
8629,32429,706363,4112,32707,10060,17046,20074,31469,95449,111529
1525,17577,405607,3621,7762,5493,18956,28083,22088,27636,18891
746,3754,76339,625,3038,1250,1759,5971,1250,2822,826
963,3888,40070,1647,3913,733,6684,1919,1944,5345,1296
3491,21617,479905,4159,11305,5888,8932,14506,7878,19468,41574
13296,38620,761175,5936,19078,14891,14040,125159,39205,58328,174155
4815,58901,1154355,120170,55805,32376,53562,35337,20243,59360,17807
18826,16068,247797,16726,8011,7726,3798,18110,2532,12149,0
6314,14878,238656,1883,6052,3438,0,7651,0,13749,0
1912,22936,421983,8275,12403,7971,81240,11910,11804,4878,9211
6699,16680,276139,3671,7772,5020,7510,29143,6698,2644,17027
3795,24507,496481,4145,9540,7937,11870,13026,15821,57684,56071
28490,35199,656680,4080,19345,10255,23815,20319,28907,135879,205925
10229,17625,290748,11792,15014,8491,22115,9521,6669,14552,5796
2230,16404,348102,2504,7512,4739,7392,9652,5591,4333,131513
22618,29821,505375,4880,16414,8435,13877,59788,13344,82106,136396
2621,46191,967333,7744,23185,13435,14498,82197,16614,38458,70609
699,7722,111077,1287,4248,1521,3047,23016,2574,594,1287
28231,35713,669569,5875,15397,10947,0,49623,0,24601,0
4573,18589,399503,3922,8081,5297,0,35562,0,25397,0
0,0,0,0,0,0,0,0,0,0,0
1590,23921,494695,4229,7735,7196,13272,13575,71213,73852,67026
31328,40919,787353,8816,26845,12212,19337,214925,16680,26386,70031
10145,42735,963094,44595,15842,17807,19010,30853,16068,722,13164
3590,12766,248522,2246,4938,4021,6105,7225,7163,3784,60076
11781,61404,1256410,9508,30191,17560,39395,167730,139903,331868,409414
3734,9876,178532,893,3931,3387,5150,8861,7508,8049,0
34655,46404,1048794,14311,18442,13433,20707,36513,14982,52006,524881
205,12413,231465,2037,4135,2796,6075,6279,4420,3969,20245
5031,27297,490774,4782,14210,7240,15279,40551,26297,48809,153676
13056,31938,767050,6144,16091,9310,18619,80550,16017,90639,104728
17994,17863,309635,3554,10148,5506,8913,39980,8656,33783,36044
1422,13017,249628,1537,4672,3035,6295,8226,4784,32948,42100
21106,35929,753421,5571,19985,8174,19408,100787,18319,28421,60374
16470,42811,951302,6885,15703,11423,0,23076,0,51911,0
23421,37936,862087,2645,16759,11107,18995,77576,64741,32451,252075
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
2062,11914,241339,2024,4958,3469,4918,9925,6853,5712,56563
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
39126,34932,642796,4704,14780,8412,15818,15581,25415,8196,106037
4139,20453,459229,4267,9242,6674,8568,36755,6759,16227,14344
5398,8196,117679,1950,8769,2811,4031,11675,2795,4477,22489
2330,37222,678870,7001,20160,12854,17800,48111,17637,67149,245006
1819,16269,331695,3455,8108,5877,6946,21220,7019,33567,101233
13639,25059,469822,2870,13109,7247,12151,78249,18239,25402,82571
6330,18243,327497,14366,8665,8127,8188,26118,6294,12897,31735
0,0,0,0,0,0,0,0,0,0,0
0,3702,60713,1225,2688,1210,0,15634,0,226,0
5323,24933,497747,4398,30555,6444,12126,23877,10830,10699,159409
8847,42157,757978,12473,21565,12849,16310,156707,20083,136932,192350
5764,8129,188916,1403,3112,2806,3080,21795,3321,0,2806
0,10898,196630,1794,3588,2886,4576,6336,4026,1692,25729
0,8885,172957,1325,4155,2302,0,11296,0,3301,0
2284,5345,97728,998,2948,1417,1996,21865,1996,8248,1996
10522,6568,102620,1098,2196,1844,3155,3633,6352,6818,24981
82223,18224,410135,2821,7489,5452,9096,27199,12545,1532,152739
20551,23932,480583,3990,22830,7629,10458,67837,8227,943,46816
17650,8588,165946,1777,4782,2789,0,37316,0,18535,0
29364,19179,391682,2288,13292,6099,9267,42996,13499,37061,124893
0,3486,64549,616,1717,882,0,8277,0,259,0
1256,7910,160013,71,3345,1318,0,20103,0,4865,0
0,0,0,0,0,0,0,0,0,0,0
431,4920,132024,820,2119,1640,2289,11957,1640,811,1919
8731,23616,476082,3854,9516,7108,0,12644,0,39908,0
10440,18371,356250,26290,48721,6087,100300,12089,10548,8454,7277
30673,14480,269541,10416,5421,8714,18367,8399,5361,10802,6705
0,0,0,0,0,0,0,0,0,0,0
