method,points,accuracy
kernel k-groups $\rho_{1/2}$,230,0.769565217391
kernel k-groups $\widetilde{\rho}_{1}$,230,0.852173913043
k-means,240,0.6625
gmm,240,0.591666666667
spectral clustering $\widetilde{\rho}_1$,240,0.745833333333
kernel k-groups $\rho_{1}$,240,0.6875
kernel k-groups $\rho_{1/2}$,240,0.641666666667
kernel k-groups $\widetilde{\rho}_{1}$,240,0.8375
k-means,250,0.636
gmm,250,0.652
spectral clustering $\widetilde{\rho}_1$,250,0.74
kernel k-groups $\rho_{1}$,250,0.728
kernel k-groups $\rho_{1/2}$,250,0.772
kernel k-groups $\widetilde{\rho}_{1}$,250,0.848
k-means,260,0.723076923077
gmm,260,0.780769230769
spectral clustering $\widetilde{\rho}_1$,260,0.857692307692
kernel k-groups $\rho_{1}$,260,0.776923076923
kernel k-groups $\rho_{1/2}$,260,0.8
kernel k-groups $\widetilde{\rho}_{1}$,260,0.892307692308
k-means,270,0.67037037037
gmm,270,0.618518518519
spectral clustering $\widetilde{\rho}_1$,270,0.825925925926
kernel k-groups $\rho_{1}$,270,0.737037037037
kernel k-groups $\rho_{1/2}$,270,0.751851851852
kernel k-groups $\widetilde{\rho}_{1}$,270,0.862962962963
k-means,280,0.55
gmm,280,0.571428571429
spectral clustering $\widetilde{\rho}_1$,280,0.757142857143
kernel k-groups $\rho_{1}$,280,0.707142857143
kernel k-groups $\rho_{1/2}$,280,0.732142857143
kernel k-groups $\widetilde{\rho}_{1}$,280,0.846428571429
k-means,290,0.710344827586
gmm,290,0.765517241379
spectral clustering $\widetilde{\rho}_1$,290,0.772413793103
kernel k-groups $\rho_{1}$,290,0.793103448276
kernel k-groups $\rho_{1/2}$,290,0.820689655172
kernel k-groups $\widetilde{\rho}_{1}$,290,0.865517241379
k-means,300,0.653333333333
gmm,300,0.67
spectral clustering $\widetilde{\rho}_1$,300,0.836666666667
kernel k-groups $\rho_{1}$,300,0.693333333333
kernel k-groups $\rho_{1/2}$,300,0.72
kernel k-groups $\widetilde{\rho}_{1}$,300,0.893333333333
k-means,310,0.722580645161
gmm,310,0.767741935484
spectral clustering $\widetilde{\rho}_1$,310,0.854838709677
kernel k-groups $\rho_{1}$,310,0.751612903226
kernel k-groups $\rho_{1/2}$,310,0.803225806452
kernel k-groups $\widetilde{\rho}_{1}$,310,0.9
k-means,320,0.70625
gmm,320,0.728125
spectral clustering $\widetilde{\rho}_1$,320,0.8625
kernel k-groups $\rho_{1}$,320,0.753125
kernel k-groups $\rho_{1/2}$,320,0.8125
kernel k-groups $\widetilde{\rho}_{1}$,320,0.878125
k-means,330,0.706060606061
gmm,330,0.787878787879
spectral clustering $\widetilde{\rho}_1$,330,0.881818181818
kernel k-groups $\rho_{1}$,330,0.793939393939
kernel k-groups $\rho_{1/2}$,330,0.815151515152
kernel k-groups $\widetilde{\rho}_{1}$,330,0.912121212121
k-means,340,0.652941176471
gmm,340,0.717647058824
spectral clustering $\widetilde{\rho}_1$,340,0.861764705882
kernel k-groups $\rho_{1}$,340,0.767647058824
kernel k-groups $\rho_{1/2}$,340,0.826470588235
kernel k-groups $\widetilde{\rho}_{1}$,340,0.867647058824
k-means,350,0.731428571429
gmm,350,0.771428571429
spectral clustering $\widetilde{\rho}_1$,350,0.862857142857
kernel k-groups $\rho_{1}$,350,0.811428571429
kernel k-groups $\rho_{1/2}$,350,0.845714285714
kernel k-groups $\widetilde{\rho}_{1}$,350,0.88
k-means,360,0.655555555556
gmm,360,0.7
spectral clustering $\widetilde{\rho}_1$,360,0.844444444444
kernel k-groups $\rho_{1}$,360,0.752777777778
kernel k-groups $\rho_{1/2}$,360,0.769444444444
kernel k-groups $\widetilde{\rho}_{1}$,360,0.869444444444
k-means,370,0.745945945946
gmm,370,0.786486486486
spectral clustering $\widetilde{\rho}_1$,370,0.843243243243
kernel k-groups $\rho_{1}$,370,0.786486486486
kernel k-groups $\rho_{1/2}$,370,0.816216216216
kernel k-groups $\widetilde{\rho}_{1}$,370,0.902702702703
k-means,380,0.697368421053
gmm,380,0.707894736842
spectral clustering $\widetilde{\rho}_1$,380,0.842105263158
kernel k-groups $\rho_{1}$,380,0.742105263158
kernel k-groups $\rho_{1/2}$,380,0.807894736842
kernel k-groups $\widetilde{\rho}_{1}$,380,0.860526315789
k-means,390,0.582051282051
gmm,390,0.764102564103
spectral clustering $\widetilde{\rho}_1$,390,0.841025641026
kernel k-groups $\rho_{1}$,390,0.761538461538
kernel k-groups $\rho_{1/2}$,390,0.815384615385
kernel k-groups $\widetilde{\rho}_{1}$,390,0.912820512821
k-means,400,0.7525
gmm,400,0.8125
spectral clustering $\widetilde{\rho}_1$,400,0.85
kernel k-groups $\rho_{1}$,400,0.82
kernel k-groups $\rho_{1/2}$,400,0.825
kernel k-groups $\widetilde{\rho}_{1}$,400,0.8475
k-means,10,0.6
gmm,10,0.8
spectral clustering $\widetilde{\rho}_1$,10,0.6
kernel k-groups $\rho_{1}$,10,0.6
kernel k-groups $\rho_{1/2}$,10,0.6
kernel k-groups $\widetilde{\rho}_{1}$,10,0.6
k-means,20,0.7
gmm,20,0.7
spectral clustering $\widetilde{\rho}_1$,20,0.8
kernel k-groups $\rho_{1}$,20,0.7
kernel k-groups $\rho_{1/2}$,20,0.7
kernel k-groups $\widetilde{\rho}_{1}$,20,0.75
k-means,30,0.6
gmm,30,0.566666666667
spectral clustering $\widetilde{\rho}_1$,30,0.8
kernel k-groups $\rho_{1}$,30,0.633333333333
kernel k-groups $\rho_{1/2}$,30,0.633333333333
kernel k-groups $\widetilde{\rho}_{1}$,30,0.8
k-means,40,0.7
gmm,40,0.55
spectral clustering $\widetilde{\rho}_1$,40,0.65
kernel k-groups $\rho_{1}$,40,0.65
kernel k-groups $\rho_{1/2}$,40,0.525
kernel k-groups $\widetilde{\rho}_{1}$,40,0.8
k-means,50,0.74
gmm,50,0.72
spectral clustering $\widetilde{\rho}_1$,50,0.56
kernel k-groups $\rho_{1}$,50,0.74
kernel k-groups $\rho_{1/2}$,50,0.82
kernel k-groups $\widetilde{\rho}_{1}$,50,0.96
k-means,60,0.666666666667
gmm,60,0.616666666667
spectral clustering $\widetilde{\rho}_1$,60,0.783333333333
kernel k-groups $\rho_{1}$,60,0.833333333333
kernel k-groups $\rho_{1/2}$,60,0.866666666667
kernel k-groups $\widetilde{\rho}_{1}$,60,0.9
k-means,70,0.6
gmm,70,0.542857142857
spectral clustering $\widetilde{\rho}_1$,70,0.771428571429
kernel k-groups $\rho_{1}$,70,0.714285714286
kernel k-groups $\rho_{1/2}$,70,0.7
kernel k-groups $\widetilde{\rho}_{1}$,70,0.757142857143
k-means,80,0.55
gmm,80,0.5625
spectral clustering $\widetilde{\rho}_1$,80,0.7875
kernel k-groups $\rho_{1}$,80,0.6875
kernel k-groups $\rho_{1/2}$,80,0.625
kernel k-groups $\widetilde{\rho}_{1}$,80,0.825
k-means,90,0.577777777778
gmm,90,0.622222222222
spectral clustering $\widetilde{\rho}_1$,90,0.533333333333
kernel k-groups $\rho_{1}$,90,0.655555555556
kernel k-groups $\rho_{1/2}$,90,0.644444444444
kernel k-groups $\widetilde{\rho}_{1}$,90,0.844444444444
k-means,100,0.65
gmm,100,0.5
spectral clustering $\widetilde{\rho}_1$,100,0.77
kernel k-groups $\rho_{1}$,100,0.8
kernel k-groups $\rho_{1/2}$,100,0.75
kernel k-groups $\widetilde{\rho}_{1}$,100,0.87
k-means,110,0.6
gmm,110,0.509090909091
spectral clustering $\widetilde{\rho}_1$,110,0.745454545455
kernel k-groups $\rho_{1}$,110,0.718181818182
kernel k-groups $\rho_{1/2}$,110,0.618181818182
kernel k-groups $\widetilde{\rho}_{1}$,110,0.8
k-means,120,0.716666666667
gmm,120,0.575
spectral clustering $\widetilde{\rho}_1$,120,0.733333333333
kernel k-groups $\rho_{1}$,120,0.733333333333
kernel k-groups $\rho_{1/2}$,120,0.825
kernel k-groups $\widetilde{\rho}_{1}$,120,0.891666666667
k-means,130,0.646153846154
gmm,130,0.653846153846
spectral clustering $\widetilde{\rho}_1$,130,0.838461538462
kernel k-groups $\rho_{1}$,130,0.715384615385
kernel k-groups $\rho_{1/2}$,130,0.753846153846
kernel k-groups $\widetilde{\rho}_{1}$,130,0.876923076923
k-means,140,0.707142857143
gmm,140,0.707142857143
spectral clustering $\widetilde{\rho}_1$,140,0.821428571429
kernel k-groups $\rho_{1}$,140,0.785714285714
kernel k-groups $\rho_{1/2}$,140,0.807142857143
kernel k-groups $\widetilde{\rho}_{1}$,140,0.9
k-means,150,0.646666666667
gmm,150,0.613333333333
spectral clustering $\widetilde{\rho}_1$,150,0.72
kernel k-groups $\rho_{1}$,150,0.52
kernel k-groups $\rho_{1/2}$,150,0.74
kernel k-groups $\widetilde{\rho}_{1}$,150,0.86
k-means,160,0.6375
gmm,160,0.7125
spectral clustering $\widetilde{\rho}_1$,160,0.675
kernel k-groups $\rho_{1}$,160,0.6625
kernel k-groups $\rho_{1/2}$,160,0.68125
kernel k-groups $\widetilde{\rho}_{1}$,160,0.86875
k-means,170,0.658823529412
gmm,170,0.594117647059
spectral clustering $\widetilde{\rho}_1$,170,0.823529411765
kernel k-groups $\rho_{1}$,170,0.723529411765
kernel k-groups $\rho_{1/2}$,170,0.805882352941
kernel k-groups $\widetilde{\rho}_{1}$,170,0.882352941176
k-means,180,0.638888888889
gmm,180,0.605555555556
spectral clustering $\widetilde{\rho}_1$,180,0.838888888889
kernel k-groups $\rho_{1}$,180,0.705555555556
kernel k-groups $\rho_{1/2}$,180,0.705555555556
kernel k-groups $\widetilde{\rho}_{1}$,180,0.85
k-means,190,0.673684210526
gmm,190,0.505263157895
spectral clustering $\widetilde{\rho}_1$,190,0.742105263158
kernel k-groups $\rho_{1}$,190,0.547368421053
kernel k-groups $\rho_{1/2}$,190,0.721052631579
kernel k-groups $\widetilde{\rho}_{1}$,190,0.815789473684
k-means,200,0.685
gmm,200,0.63
spectral clustering $\widetilde{\rho}_1$,200,0.855
kernel k-groups $\rho_{1}$,200,0.72
kernel k-groups $\rho_{1/2}$,200,0.745
kernel k-groups $\widetilde{\rho}_{1}$,200,0.93
k-means,210,0.733333333333
gmm,210,0.680952380952
spectral clustering $\widetilde{\rho}_1$,210,0.828571428571
kernel k-groups $\rho_{1}$,210,0.752380952381
kernel k-groups $\rho_{1/2}$,210,0.780952380952
kernel k-groups $\widetilde{\rho}_{1}$,210,0.833333333333
k-means,220,0.654545454545
gmm,220,0.609090909091
spectral clustering $\widetilde{\rho}_1$,220,0.827272727273
kernel k-groups $\rho_{1}$,220,0.718181818182
kernel k-groups $\rho_{1/2}$,220,0.790909090909
kernel k-groups $\widetilde{\rho}_{1}$,220,0.845454545455
k-means,230,0.713043478261
gmm,230,0.786956521739
spectral clustering $\widetilde{\rho}_1$,230,0.886956521739
kernel k-groups $\rho_{1}$,230,0.747826086957
kernel k-groups $\rho_{1/2}$,230,0.839130434783
kernel k-groups $\widetilde{\rho}_{1}$,230,0.921739130435
k-means,240,0.7125
gmm,240,0.666666666667
spectral clustering $\widetilde{\rho}_1$,240,0.783333333333
kernel k-groups $\rho_{1}$,240,0.720833333333
kernel k-groups $\rho_{1/2}$,240,0.733333333333
kernel k-groups $\widetilde{\rho}_{1}$,240,0.866666666667
k-means,250,0.744
gmm,250,0.76
spectral clustering $\widetilde{\rho}_1$,250,0.848
kernel k-groups $\rho_{1}$,250,0.788
kernel k-groups $\rho_{1/2}$,250,0.82
kernel k-groups $\widetilde{\rho}_{1}$,250,0.9
k-means,260,0.707692307692
gmm,260,0.730769230769
spectral clustering $\widetilde{\rho}_1$,260,0.884615384615
kernel k-groups $\rho_{1}$,260,0.746153846154
kernel k-groups $\rho_{1/2}$,260,0.788461538462
kernel k-groups $\widetilde{\rho}_{1}$,260,0.915384615385
k-means,270,0.603703703704
gmm,270,0.633333333333
spectral clustering $\widetilde{\rho}_1$,270,0.788888888889
kernel k-groups $\rho_{1}$,270,0.748148148148
kernel k-groups $\rho_{1/2}$,270,0.755555555556
kernel k-groups $\widetilde{\rho}_{1}$,270,0.848148148148
k-means,280,0.689285714286
gmm,280,0.721428571429
spectral clustering $\widetilde{\rho}_1$,280,0.792857142857
kernel k-groups $\rho_{1}$,280,0.789285714286
kernel k-groups $\rho_{1/2}$,280,0.8
kernel k-groups $\widetilde{\rho}_{1}$,280,0.9
k-means,290,0.720689655172
gmm,290,0.751724137931
spectral clustering $\widetilde{\rho}_1$,290,0.824137931034
kernel k-groups $\rho_{1}$,290,0.796551724138
kernel k-groups $\rho_{1/2}$,290,0.81724137931
kernel k-groups $\widetilde{\rho}_{1}$,290,0.879310344828
k-means,300,0.74
gmm,300,0.753333333333
spectral clustering $\widetilde{\rho}_1$,300,0.84
kernel k-groups $\rho_{1}$,300,0.82
kernel k-groups $\rho_{1/2}$,300,0.85
kernel k-groups $\widetilde{\rho}_{1}$,300,0.876666666667
k-means,310,0.687096774194
gmm,310,0.729032258065
spectral clustering $\widetilde{\rho}_1$,310,0.825806451613
kernel k-groups $\rho_{1}$,310,0.732258064516
kernel k-groups $\rho_{1/2}$,310,0.761290322581
kernel k-groups $\widetilde{\rho}_{1}$,310,0.825806451613
k-means,320,0.546875
gmm,320,0.7
spectral clustering $\widetilde{\rho}_1$,320,0.834375
kernel k-groups $\rho_{1}$,320,0.625
kernel k-groups $\rho_{1/2}$,320,0.80625
kernel k-groups $\widetilde{\rho}_{1}$,320,0.9125
k-means,330,0.59696969697
gmm,330,0.706060606061
spectral clustering $\widetilde{\rho}_1$,330,0.769696969697
kernel k-groups $\rho_{1}$,330,0.724242424242
kernel k-groups $\rho_{1/2}$,330,0.751515151515
kernel k-groups $\widetilde{\rho}_{1}$,330,0.866666666667
k-means,340,0.755882352941
gmm,340,0.8
spectral clustering $\widetilde{\rho}_1$,340,0.882352941176
kernel k-groups $\rho_{1}$,340,0.785294117647
kernel k-groups $\rho_{1/2}$,340,0.829411764706
kernel k-groups $\widetilde{\rho}_{1}$,340,0.9
k-means,350,0.7
gmm,350,0.774285714286
spectral clustering $\widetilde{\rho}_1$,350,0.842857142857
kernel k-groups $\rho_{1}$,350,0.728571428571
kernel k-groups $\rho_{1/2}$,350,0.788571428571
kernel k-groups $\widetilde{\rho}_{1}$,350,0.871428571429
k-means,360,0.733333333333
gmm,360,0.783333333333
spectral clustering $\widetilde{\rho}_1$,360,0.875
kernel k-groups $\rho_{1}$,360,0.783333333333
kernel k-groups $\rho_{1/2}$,360,0.827777777778
kernel k-groups $\widetilde{\rho}_{1}$,360,0.897222222222
k-means,370,0.675675675676
gmm,370,0.732432432432
spectral clustering $\widetilde{\rho}_1$,370,0.845945945946
kernel k-groups $\rho_{1}$,370,0.816216216216
kernel k-groups $\rho_{1/2}$,370,0.851351351351
kernel k-groups $\widetilde{\rho}_{1}$,370,0.875675675676
k-means,380,0.707894736842
gmm,380,0.744736842105
spectral clustering $\widetilde{\rho}_1$,380,0.844736842105
kernel k-groups $\rho_{1}$,380,0.776315789474
kernel k-groups $\rho_{1/2}$,380,0.802631578947
kernel k-groups $\widetilde{\rho}_{1}$,380,0.863157894737
k-means,390,0.751282051282
gmm,390,0.794871794872
spectral clustering $\widetilde{\rho}_1$,390,0.848717948718
kernel k-groups $\rho_{1}$,390,0.810256410256
kernel k-groups $\rho_{1/2}$,390,0.833333333333
kernel k-groups $\widetilde{\rho}_{1}$,390,0.879487179487
k-means,400,0.6
gmm,400,0.7625
spectral clustering $\widetilde{\rho}_1$,400,0.845
kernel k-groups $\rho_{1}$,400,0.7975
kernel k-groups $\rho_{1/2}$,400,0.82
kernel k-groups $\widetilde{\rho}_{1}$,400,0.8625
k-means,10,0.6
gmm,10,0.7
spectral clustering $\widetilde{\rho}_1$,10,0.6
kernel k-groups $\rho_{1}$,10,0.6
kernel k-groups $\rho_{1/2}$,10,0.6
kernel k-groups $\widetilde{\rho}_{1}$,10,0.8
k-means,20,0.75
gmm,20,0.5
spectral clustering $\widetilde{\rho}_1$,20,0.6
kernel k-groups $\rho_{1}$,20,0.6
kernel k-groups $\rho_{1/2}$,20,0.55
kernel k-groups $\widetilde{\rho}_{1}$,20,0.95
k-means,30,0.7
gmm,30,0.566666666667
spectral clustering $\widetilde{\rho}_1$,30,0.666666666667
kernel k-groups $\rho_{1}$,30,0.7
kernel k-groups $\rho_{1/2}$,30,0.7
kernel k-groups $\widetilde{\rho}_{1}$,30,0.833333333333
k-means,40,0.575
gmm,40,0.625
spectral clustering $\widetilde{\rho}_1$,40,0.9
kernel k-groups $\rho_{1}$,40,0.625
kernel k-groups $\rho_{1/2}$,40,0.625
kernel k-groups $\widetilde{\rho}_{1}$,40,0.9
k-means,50,0.72
gmm,50,0.7
spectral clustering $\widetilde{\rho}_1$,50,0.58
kernel k-groups $\rho_{1}$,50,0.62
kernel k-groups $\rho_{1/2}$,50,0.74
kernel k-groups $\widetilde{\rho}_{1}$,50,0.82
k-means,60,0.8
gmm,60,0.783333333333
spectral clustering $\widetilde{\rho}_1$,60,0.666666666667
kernel k-groups $\rho_{1}$,60,0.783333333333
kernel k-groups $\rho_{1/2}$,60,0.783333333333
kernel k-groups $\widetilde{\rho}_{1}$,60,0.633333333333
k-means,70,0.6
gmm,70,0.657142857143
spectral clustering $\widetilde{\rho}_1$,70,0.6
kernel k-groups $\rho_{1}$,70,0.585714285714
kernel k-groups $\rho_{1/2}$,70,0.6
kernel k-groups $\widetilde{\rho}_{1}$,70,0.628571428571
k-means,80,0.5875
gmm,80,0.65
spectral clustering $\widetilde{\rho}_1$,80,0.75
kernel k-groups $\rho_{1}$,80,0.525
kernel k-groups $\rho_{1/2}$,80,0.7625
kernel k-groups $\widetilde{\rho}_{1}$,80,0.85
k-means,90,0.622222222222
gmm,90,0.544444444444
spectral clustering $\widetilde{\rho}_1$,90,0.588888888889
kernel k-groups $\rho_{1}$,90,0.622222222222
kernel k-groups $\rho_{1/2}$,90,0.622222222222
kernel k-groups $\widetilde{\rho}_{1}$,90,0.577777777778
k-means,100,0.61
gmm,100,0.65
spectral clustering $\widetilde{\rho}_1$,100,0.74
kernel k-groups $\rho_{1}$,100,0.68
kernel k-groups $\rho_{1/2}$,100,0.73
kernel k-groups $\widetilde{\rho}_{1}$,100,0.89
k-means,110,0.736363636364
gmm,110,0.572727272727
spectral clustering $\widetilde{\rho}_1$,110,0.763636363636
kernel k-groups $\rho_{1}$,110,0.718181818182
kernel k-groups $\rho_{1/2}$,110,0.736363636364
kernel k-groups $\widetilde{\rho}_{1}$,110,0.927272727273
k-means,120,0.708333333333
gmm,120,0.7
spectral clustering $\widetilde{\rho}_1$,120,0.858333333333
kernel k-groups $\rho_{1}$,120,0.783333333333
kernel k-groups $\rho_{1/2}$,120,0.783333333333
kernel k-groups $\widetilde{\rho}_{1}$,120,0.925
k-means,130,0.684615384615
gmm,130,0.723076923077
spectral clustering $\widetilde{\rho}_1$,130,0.846153846154
kernel k-groups $\rho_{1}$,130,0.684615384615
kernel k-groups $\rho_{1/2}$,130,0.707692307692
kernel k-groups $\widetilde{\rho}_{1}$,130,0.861538461538
k-means,140,0.6
gmm,140,0.692857142857
spectral clustering $\widetilde{\rho}_1$,140,0.678571428571
kernel k-groups $\rho_{1}$,140,0.585714285714
kernel k-groups $\rho_{1/2}$,140,0.614285714286
kernel k-groups $\widetilde{\rho}_{1}$,140,0.871428571429
k-means,150,0.706666666667
gmm,150,0.673333333333
spectral clustering $\widetilde{\rho}_1$,150,0.766666666667
kernel k-groups $\rho_{1}$,150,0.74
kernel k-groups $\rho_{1/2}$,150,0.746666666667
kernel k-groups $\widetilde{\rho}_{1}$,150,0.88
k-means,160,0.525
gmm,160,0.64375
spectral clustering $\widetilde{\rho}_1$,160,0.70625
kernel k-groups $\rho_{1}$,160,0.85
kernel k-groups $\rho_{1/2}$,160,0.89375
kernel k-groups $\widetilde{\rho}_{1}$,160,0.89375
k-means,170,0.594117647059
gmm,170,0.535294117647
spectral clustering $\widetilde{\rho}_1$,170,0.735294117647
kernel k-groups $\rho_{1}$,170,0.752941176471
kernel k-groups $\rho_{1/2}$,170,0.752941176471
kernel k-groups $\widetilde{\rho}_{1}$,170,0.852941176471
k-means,180,0.672222222222
gmm,180,0.727777777778
spectral clustering $\widetilde{\rho}_1$,180,0.788888888889
kernel k-groups $\rho_{1}$,180,0.766666666667
kernel k-groups $\rho_{1/2}$,180,0.777777777778
kernel k-groups $\widetilde{\rho}_{1}$,180,0.833333333333
k-means,190,0.663157894737
gmm,190,0.531578947368
spectral clustering $\widetilde{\rho}_1$,190,0.668421052632
kernel k-groups $\rho_{1}$,190,0.710526315789
kernel k-groups $\rho_{1/2}$,190,0.710526315789
kernel k-groups $\widetilde{\rho}_{1}$,190,0.910526315789
k-means,200,0.725
gmm,200,0.77
spectral clustering $\widetilde{\rho}_1$,200,0.91
kernel k-groups $\rho_{1}$,200,0.82
kernel k-groups $\rho_{1/2}$,200,0.85
kernel k-groups $\widetilde{\rho}_{1}$,200,0.95
k-means,210,0.7
gmm,210,0.742857142857
spectral clustering $\widetilde{\rho}_1$,210,0.728571428571
kernel k-groups $\rho_{1}$,210,0.72380952381
kernel k-groups $\rho_{1/2}$,210,0.757142857143
kernel k-groups $\widetilde{\rho}_{1}$,210,0.838095238095
k-means,220,0.709090909091
gmm,220,0.681818181818
spectral clustering $\widetilde{\rho}_1$,220,0.85
kernel k-groups $\rho_{1}$,220,0.804545454545
kernel k-groups $\rho_{1/2}$,220,0.840909090909
kernel k-groups $\widetilde{\rho}_{1}$,220,0.895454545455
k-means,230,0.586956521739
gmm,230,0.778260869565
spectral clustering $\widetilde{\rho}_1$,230,0.904347826087
kernel k-groups $\rho_{1}$,230,0.669565217391
kernel k-groups $\rho_{1/2}$,230,0.826086956522
kernel k-groups $\widetilde{\rho}_{1}$,230,0.921739130435
k-means,240,0.7625
gmm,240,0.716666666667
spectral clustering $\widetilde{\rho}_1$,240,0.8625
kernel k-groups $\rho_{1}$,240,0.820833333333
kernel k-groups $\rho_{1/2}$,240,0.825
kernel k-groups $\widetilde{\rho}_{1}$,240,0.9
k-means,250,0.62
gmm,250,0.696
spectral clustering $\widetilde{\rho}_1$,250,0.808
kernel k-groups $\rho_{1}$,250,0.708
kernel k-groups $\rho_{1/2}$,250,0.792
kernel k-groups $\widetilde{\rho}_{1}$,250,0.852
k-means,260,0.592307692308
gmm,260,0.711538461538
spectral clustering $\widetilde{\rho}_1$,260,0.838461538462
kernel k-groups $\rho_{1}$,260,0.738461538462
kernel k-groups $\rho_{1/2}$,260,0.788461538462
kernel k-groups $\widetilde{\rho}_{1}$,260,0.888461538462
k-means,270,0.692592592593
gmm,270,0.774074074074
spectral clustering $\widetilde{\rho}_1$,270,0.82962962963
kernel k-groups $\rho_{1}$,270,0.792592592593
kernel k-groups $\rho_{1/2}$,270,0.8
kernel k-groups $\widetilde{\rho}_{1}$,270,0.855555555556
k-means,280,0.678571428571
gmm,280,0.778571428571
spectral clustering $\widetilde{\rho}_1$,280,0.853571428571
kernel k-groups $\rho_{1}$,280,0.789285714286
kernel k-groups $\rho_{1/2}$,280,0.825
kernel k-groups $\widetilde{\rho}_{1}$,280,0.878571428571
k-means,290,0.696551724138
gmm,290,0.724137931034
spectral clustering $\widetilde{\rho}_1$,290,0.820689655172
kernel k-groups $\rho_{1}$,290,0.762068965517
kernel k-groups $\rho_{1/2}$,290,0.755172413793
kernel k-groups $\widetilde{\rho}_{1}$,290,0.889655172414
k-means,300,0.67
gmm,300,0.743333333333
spectral clustering $\widetilde{\rho}_1$,300,0.856666666667
kernel k-groups $\rho_{1}$,300,0.736666666667
kernel k-groups $\rho_{1/2}$,300,0.82
kernel k-groups $\widetilde{\rho}_{1}$,300,0.866666666667
k-means,310,0.706451612903
gmm,310,0.751612903226
spectral clustering $\widetilde{\rho}_1$,310,0.854838709677
kernel k-groups $\rho_{1}$,310,0.748387096774
kernel k-groups $\rho_{1/2}$,310,0.81935483871
kernel k-groups $\widetilde{\rho}_{1}$,310,0.887096774194
k-means,320,0.621875
gmm,320,0.675
spectral clustering $\widetilde{\rho}_1$,320,0.790625
kernel k-groups $\rho_{1}$,320,0.6875
kernel k-groups $\rho_{1/2}$,320,0.75625
kernel k-groups $\widetilde{\rho}_{1}$,320,0.840625
k-means,330,0.724242424242
gmm,330,0.715151515152
spectral clustering $\widetilde{\rho}_1$,330,0.815151515152
kernel k-groups $\rho_{1}$,330,0.751515151515
kernel k-groups $\rho_{1/2}$,330,0.775757575758
kernel k-groups $\widetilde{\rho}_{1}$,330,0.869696969697
k-means,340,0.676470588235
gmm,340,0.708823529412
spectral clustering $\widetilde{\rho}_1$,340,0.852941176471
kernel k-groups $\rho_{1}$,340,0.761764705882
kernel k-groups $\rho_{1/2}$,340,0.767647058824
kernel k-groups $\widetilde{\rho}_{1}$,340,0.897058823529
k-means,350,0.742857142857
gmm,350,0.72
spectral clustering $\widetilde{\rho}_1$,350,0.814285714286
kernel k-groups $\rho_{1}$,350,0.768571428571
kernel k-groups $\rho_{1/2}$,350,0.782857142857
kernel k-groups $\widetilde{\rho}_{1}$,350,0.848571428571
k-means,360,0.738888888889
gmm,360,0.777777777778
spectral clustering $\widetilde{\rho}_1$,360,0.847222222222
kernel k-groups $\rho_{1}$,360,0.786111111111
kernel k-groups $\rho_{1/2}$,360,0.797222222222
kernel k-groups $\widetilde{\rho}_{1}$,360,0.891666666667
k-means,370,0.772972972973
gmm,370,0.824324324324
spectral clustering $\widetilde{\rho}_1$,370,0.843243243243
kernel k-groups $\rho_{1}$,370,0.783783783784
kernel k-groups $\rho_{1/2}$,370,0.821621621622
kernel k-groups $\widetilde{\rho}_{1}$,370,0.889189189189
k-means,380,0.728947368421
gmm,380,0.784210526316
spectral clustering $\widetilde{\rho}_1$,380,0.831578947368
kernel k-groups $\rho_{1}$,380,0.771052631579
kernel k-groups $\rho_{1/2}$,380,0.813157894737
kernel k-groups $\widetilde{\rho}_{1}$,380,0.881578947368
k-means,390,0.658974358974
gmm,390,0.746153846154
spectral clustering $\widetilde{\rho}_1$,390,0.853846153846
kernel k-groups $\rho_{1}$,390,0.776923076923
kernel k-groups $\rho_{1/2}$,390,0.8
kernel k-groups $\widetilde{\rho}_{1}$,390,0.887179487179
k-means,400,0.735
gmm,400,0.7775
spectral clustering $\widetilde{\rho}_1$,400,0.8675
kernel k-groups $\rho_{1}$,400,0.82
kernel k-groups $\rho_{1/2}$,400,0.8475
kernel k-groups $\widetilde{\rho}_{1}$,400,0.905
k-means,10,0.7
gmm,10,0.5
spectral clustering $\widetilde{\rho}_1$,10,0.7
kernel k-groups $\rho_{1}$,10,0.7
kernel k-groups $\rho_{1/2}$,10,0.7
kernel k-groups $\widetilde{\rho}_{1}$,10,1.0
k-means,20,0.55
gmm,20,0.6
spectral clustering $\widetilde{\rho}_1$,20,0.7
kernel k-groups $\rho_{1}$,20,0.65
kernel k-groups $\rho_{1/2}$,20,0.7
kernel k-groups $\widetilde{\rho}_{1}$,20,0.7
k-means,30,0.533333333333
gmm,30,0.6
spectral clustering $\widetilde{\rho}_1$,30,0.8
kernel k-groups $\rho_{1}$,30,0.7
kernel k-groups $\rho_{1/2}$,30,0.666666666667
kernel k-groups $\widetilde{\rho}_{1}$,30,0.8
k-means,40,0.55
gmm,40,0.725
spectral clustering $\widetilde{\rho}_1$,40,0.725
kernel k-groups $\rho_{1}$,40,0.775
kernel k-groups $\rho_{1/2}$,40,0.825
kernel k-groups $\widetilde{\rho}_{1}$,40,0.975
k-means,50,0.56
gmm,50,0.5
spectral clustering $\widetilde{\rho}_1$,50,0.74
kernel k-groups $\rho_{1}$,50,0.58
kernel k-groups $\rho_{1/2}$,50,0.62
kernel k-groups $\widetilde{\rho}_{1}$,50,0.76
k-means,60,0.666666666667
